,ENSG_ID,ENSG_start_bp,ENSG_end_bp,ENSG_chromosome,ENSG_type,HGNC_symbol,ENSMUSG_ID,ENSMUSG_start_bp,ENSMUSG_end_bp,ENSMUSG_chromosome,ENSMUSG_type,MGI_symbol
8541,ENSG00000063660,240435663,240468076,2,protein_coding,GPC1,ENSMUSG00000034220,92759367,92788501,1,protein_coding,Gpc1
13412,ENSG00000147257,133535745,133987100,X,protein_coding,GPC3,ENSMUSG00000055653,51361303,51702827,X,protein_coding,Gpc3
7276,ENSG00000076716,133300103,133415489,X,protein_coding,GPC4,ENSMUSG00000031119,51141898,51254129,X,protein_coding,Gpc4
3112,ENSG00000179399,91398621,92873682,13,protein_coding,GPC5,ENSMUSG00000022112,115329647,116762591,14,protein_coding,Gpc5
13725,ENSG00000183098,93226807,94408020,13,protein_coding,GPC6,ENSMUSG00000058571,117162727,118213956,14,protein_coding,Gpc6
5399,ENSG00000125772,5544439,5611006,20,protein_coding,GPCPD1,ENSMUSG00000027346,132371002,132429649,2,protein_coding,Gpcpd1
3592,ENSG00000167588,50103982,50111313,12,protein_coding,GPD1,ENSMUSG00000023019,99615396,99622886,15,protein_coding,Gpd1
12707,ENSG00000152642,32105689,32168709,3,protein_coding,GPD1L,ENSMUSG00000050627,114728409,114763055,9,protein_coding,Gpd1l
5144,ENSG00000115159,156435290,156613735,2,protein_coding,GPD2,ENSMUSG00000026827,57127647,57260731,2,protein_coding,Gpd2
13162,ENSG00000164850,1082208,1093815,7,protein_coding,GPER1,ENSMUSG00000053647,139408906,139413555,5,protein_coding,Gper1
4149,ENSG00000149735,64934471,64935893,11,protein_coding,GPHA2,ENSMUSG00000024784,6276410,6277798,19,protein_coding,Gpha2
12401,ENSG00000179600,63312835,63318935,14,protein_coding,GPHB5,ENSMUSG00000048982,75458496,75463555,12,protein_coding,Gphb5
12124,ENSG00000171723,66507407,67181803,14,protein_coding,GPHN,ENSMUSG00000047454,78273153,78731546,12,protein_coding,Gphn
9204,ENSG00000105220,34359480,34402413,19,protein_coding,GPI,ENSMUSG00000036427,33900755,33929761,7,protein_coding,Gpi1
3376,ENSG00000277494,143213218,143217170,8,protein_coding,GPIHBP1,ENSMUSG00000022579,75468477,75471330,15,protein_coding,Gpihbp1
7291,ENSG00000068394,49113407,49123735,X,protein_coding,GPKOW,ENSMUSG00000031148,7563370,7576501,X,protein_coding,Gpkow
2734,ENSG00000112293,24424565,24495205,6,protein_coding,GPLD1,ENSMUSG00000021340,25127135,25176484,13,protein_coding,Gpld1
7465,ENSG00000150625,175632934,176002664,4,protein_coding,GPM6A,ENSMUSG00000031517,55407878,55513906,8,protein_coding,Gpm6a
7375,ENSG00000046653,13770939,13938638,X,protein_coding,GPM6B,ENSMUSG00000031342,165021907,165171984,X,protein_coding,Gpm6b
14286,ENSG00000198522,27628247,27651511,2,protein_coding,GPN1,ENSMUSG00000064037,31652085,31670248,5,protein_coding,Gpn1
6197,ENSG00000142751,26876132,26890283,1,protein_coding,GPN2,ENSMUSG00000028848,133311673,133319046,4,protein_coding,Gpn2
6548,ENSG00000111231,110452486,110469268,12,protein_coding,GPN3,ENSMUSG00000029464,122509939,122520965,5,protein_coding,Gpn3
6724,ENSG00000136235,23235967,23275108,7,protein_coding,GPNMB,ENSMUSG00000029816,49013480,49047863,6,protein_coding,Gpnmb
12010,ENSG00000183671,206175316,206218047,2,protein_coding,CMKLR2,ENSMUSG00000046856,63221850,63253702,1,protein_coding,Gpr1
9186,ENSG00000165370,137023929,137033995,X,protein_coding,GPR101,ENSMUSG00000036357,56542028,56549117,X,protein_coding,Gpr101
25,ENSG00000148358,130053426,130140169,9,protein_coding,GPR107,ENSMUSG00000000194,31042328,31108787,2,protein_coding,Gpr107
817,ENSG00000125734,6729914,6737580,19,protein_coding,GPR108,ENSMUSG00000005823,57541635,57555446,17,protein_coding,Gpr108
12806,ENSG00000147262,130379449,130385674,X,protein_coding,GPR119,ENSMUSG00000051209,47756856,47763355,X,protein_coding,Gpr119
10875,ENSG00000132975,26755200,26760786,13,protein_coding,GPR12,ENSMUSG00000041468,146519208,146522049,5,protein_coding,Gpr12
11377,ENSG00000181619,59429022,59465380,14,protein_coding,GPR135,ENSMUSG00000043398,72114750,72117899,12,protein_coding,Gpr135
4242,ENSG00000173264,64270062,64289500,11,protein_coding,GPR137,ENSMUSG00000024958,6915425,6919848,19,protein_coding,Gpr137
2721,ENSG00000077585,236142505,236221865,1,protein_coding,GPR137B,ENSMUSG00000021306,13532205,13568599,13,protein_coding,Gpr137b
12419,ENSG00000180998,52552836,52637713,14,protein_coding,GPR137C,ENSMUSG00000049092,45457174,45520182,14,protein_coding,Gpr137c
14369,ENSG00000180269,20028239,20073890,16,protein_coding,GPR139,ENSMUSG00000066197,118739970,118783826,7,protein_coding,Gpr139
13090,ENSG00000187037,37683766,37833788,7,protein_coding,GPR141,ENSMUSG00000053101,19933852,20008427,13,protein_coding,Gpr141
8684,ENSG00000257008,74367458,74372600,17,protein_coding,GPR142,ENSMUSG00000034677,114689750,114697571,11,protein_coding,Gpr142
4430,ENSG00000101850,9725346,9786297,X,protein_coding,GPR143,ENSMUSG00000025333,151564917,151591642,X,protein_coding,Gpr143
11513,ENSG00000164849,1044546,1059261,7,protein_coding,GPR146,ENSMUSG00000044197,139363452,139382170,5,protein_coding,Gpr146
11388,ENSG00000174948,154334943,154430190,3,protein_coding,GPR149,ENSMUSG00000043441,62436498,62512561,3,protein_coding,Gpr149
12096,ENSG00000154165,98531978,98534681,3,protein_coding,GPR15,ENSMUSG00000047293,58537796,58539433,16,protein_coding,Gpr15
11281,ENSG00000173250,146513144,146516190,5,protein_coding,GPR151,ENSMUSG00000042816,42710946,42712717,18,protein_coding,Gpr151
11620,ENSG00000175514,67451301,67452729,11,protein_coding,GPR152,ENSMUSG00000044724,4189786,4195739,19,protein_coding,Gpr152
11276,ENSG00000158292,6247353,6261098,1,protein_coding,GPR153,ENSMUSG00000042804,152358689,152369794,4,protein_coding,Gpr153
10958,ENSG00000163328,174431571,174487094,2,protein_coding,GPR155,ENSMUSG00000041762,73171850,73216916,2,protein_coding,Gpr155
12026,ENSG00000175697,120164645,120285222,3,protein_coding,GPR156,ENSMUSG00000046961,37736858,37827892,16,protein_coding,Gpr156
12206,ENSG00000180758,9100305,9129102,1,protein_coding,GPR157,ENSMUSG00000047875,150171822,150190384,4,protein_coding,Gpr157
11837,ENSG00000151025,25174802,25602229,10,protein_coding,GPR158,ENSMUSG00000045967,21372353,21835358,2,protein_coding,Gpr158
9600,ENSG00000173890,170037995,170085392,3,protein_coding,GPR160,ENSMUSG00000037661,30910099,30951341,3,protein_coding,Gpr160
10713,ENSG00000143147,168079542,168137667,1,protein_coding,GPR161,ENSMUSG00000040836,165123358,165154314,1,protein_coding,Gpr161
9874,ENSG00000250510,6821624,6829972,12,protein_coding,GPR162,ENSMUSG00000038390,124835407,124840946,6,protein_coding,Gpr162
12961,ENSG00000144230,127645864,127652639,2,protein_coding,GPR17,ENSMUSG00000052229,32076050,32082689,18,protein_coding,Gpr17
12602,ENSG00000174946,151197832,151203216,3,protein_coding,GPR171,ENSMUSG00000050075,59003869,59009242,3,protein_coding,Gpr171
13540,ENSG00000184194,53048789,53080615,X,protein_coding,GPR173,ENSMUSG00000056679,151126594,151151700,X,protein_coding,Gpr173
14855,ENSG00000147138,79144688,79175318,X,protein_coding,GPR174,ENSMUSG00000073008,106299484,106340375,X,protein_coding,Gpr174
10472,ENSG00000166073,39799008,39920266,15,protein_coding,GPR176,ENSMUSG00000040133,118107591,118203900,2,protein_coding,Gpr176
14628,ENSG00000277399,38324571,38343956,17,protein_coding,GPR179,ENSMUSG00000070337,97222935,97242903,11,protein_coding,Gpr179
12657,ENSG00000125245,99254732,99261744,13,protein_coding,GPR18,ENSMUSG00000050350,122148665,122153193,14,protein_coding,Gpr18
3123,ENSG00000152749,94601857,94634661,13,protein_coding,GPR180,ENSMUSG00000022131,118374570,118400673,14,protein_coding,Gpr180
13710,ENSG00000166856,56994492,56998447,12,protein_coding,GPR182,ENSMUSG00000058396,127583145,127587601,10,protein_coding,Gpr182
12807,ENSG00000169508,99294539,99307399,13,protein_coding,GPR183,ENSMUSG00000051212,122189963,122202607,14,protein_coding,Gpr183
8093,ENSG00000183150,12660890,12696207,12,protein_coding,GPR19,ENSMUSG00000032641,134846056,134875541,6,protein_coding,Gpr19
11721,ENSG00000204882,141356470,141367286,8,protein_coding,GPR20,ENSMUSG00000045281,73566453,73579354,15,protein_coding,Gpr20
13045,ENSG00000170128,200872981,200874178,1,protein_coding,GPR25,ENSMUSG00000052759,136187535,136188611,1,protein_coding,Gpr25
10469,ENSG00000154478,123666355,123697399,10,protein_coding,GPR26,ENSMUSG00000040125,131568189,131596134,7,protein_coding,Gpr26
14840,ENSG00000170837,71753855,71756496,3,protein_coding,GPR27,ENSMUSG00000072875,99669640,99672027,6,protein_coding,Gpr27
12523,ENSG00000181773,27392622,27395814,1,protein_coding,GPR3,ENSMUSG00000049649,132936651,132939847,4,protein_coding,Gpr3
14744,ENSG00000120436,167155247,167157980,6,protein_coding,GPR31,ENSMUSG00000071311,13269901,13271183,17,protein_coding,Gpr31b
8832,ENSG00000214943,31482875,31488039,14,protein_coding,GPR33,ENSMUSG00000035148,52069786,52074846,12,protein_coding,Gpr33
10502,ENSG00000171659,41688973,41697275,X,protein_coding,GPR34,ENSMUSG00000040229,13498328,13507097,X,protein_coding,Gpr34
4840,ENSG00000178623,240605430,240633159,2,protein_coding,GPR35,ENSMUSG00000026271,92878587,92914113,1,protein_coding,Gpr35
10400,ENSG00000170775,124743885,124765792,7,protein_coding,GPR37,ENSMUSG00000039904,25665877,25690728,6,protein_coding,Gpr37
4914,ENSG00000170075,202122886,202133592,1,protein_coding,GPR37L1,ENSMUSG00000026424,135087972,135095419,1,protein_coding,Gpr37l1
4875,ENSG00000183840,132416805,132646582,2,protein_coding,GPR39,ENSMUSG00000026343,125604732,125801599,1,protein_coding,Gpr39
11539,ENSG00000177464,45589764,45602212,19,protein_coding,GPR4,ENSMUSG00000044317,18946463,18958099,7,protein_coding,Gpr4
10997,ENSG00000135973,105241743,105243467,2,protein_coding,GPR45,ENSMUSG00000041907,42992032,43074616,1,protein_coding,Gpr45
12514,ENSG00000135898,230907318,230961066,2,protein_coding,GPR55,ENSMUSG00000049608,85866039,85888729,1,protein_coding,Gpr55
12020,ENSG00000146360,109978256,109980720,6,protein_coding,GPR6,ENSMUSG00000046922,40945973,40948281,10,protein_coding,Gpr6
11992,ENSG00000156097,109539872,109548406,1,protein_coding,GPR61,ENSMUSG00000046793,108055637,108062198,3,protein_coding,Gpr61
15493,ENSG00000180929,51955381,51957499,3,protein_coding,GPR62,ENSMUSG00000091735,106341161,106343137,9,protein_coding,Gpr62
10547,ENSG00000112218,96794125,96837477,6,protein_coding,GPR63,ENSMUSG00000040372,24966407,25009233,4,protein_coding,Gpr63
2989,ENSG00000140030,88005135,88014811,14,protein_coding,GPR65,ENSMUSG00000021886,98234894,98242903,12,protein_coding,Gpr65
12114,ENSG00000119714,91232532,91253925,14,protein_coding,GPR68,ENSMUSG00000047415,100842941,100874457,12,protein_coding,Gpr68
7703,ENSG00000123901,94377316,94401419,11,protein_coding,GPR83,ENSMUSG00000031932,14771506,14782085,9,protein_coding,Gpr83
12268,ENSG00000164604,113078331,113087778,7,protein_coding,GPR85,ENSMUSG00000048216,13834457,13839941,6,protein_coding,Gpr85
12852,ENSG00000138271,151294086,151316820,3,protein_coding,GPR87,ENSMUSG00000051431,59086344,59102525,3,protein_coding,Gpr87
14535,ENSG00000181656,100538139,100542021,1,protein_coding,GPR88,ENSMUSG00000068696,116043303,116047152,3,protein_coding,Gpr88
11373,ENSG00000198932,102651092,102659083,X,protein_coding,GPRASP1,ENSMUSG00000043384,134643482,134704223,X,protein_coding,Gprasp1
14848,ENSG00000158301,102712445,102717733,X,protein_coding,GPRASP2,ENSMUSG00000072966,134739783,134745479,X,protein_coding,Gprasp2
11981,ENSG00000013588,12891559,12917937,12,protein_coding,GPRC5A,ENSMUSG00000046733,135042649,135061707,6,protein_coding,Gprc5a
1070,ENSG00000167191,19856691,19886167,16,protein_coding,GPRC5B,ENSMUSG00000008734,118571270,118594434,7,protein_coding,Gprc5b
12781,ENSG00000170412,74424851,74451653,17,protein_coding,GPRC5C,ENSMUSG00000051043,114741978,114763443,11,protein_coding,Gprc5c
6866,ENSG00000111291,12940775,12952147,12,protein_coding,GPRC5D,ENSMUSG00000030205,135082989,135095281,6,protein_coding,Gprc5d
1979,ENSG00000173612,116792085,116829083,6,protein_coding,GPRC6A,ENSMUSG00000019905,51490919,51507557,10,protein_coding,Gprc6a
14575,ENSG00000169258,176595802,176610156,5,protein_coding,GPRIN1,ENSMUSG00000069227,54884484,54897687,13,protein_coding,Gprin1
14765,ENSG00000204175,46541736,46556658,10,protein_coding,GPRIN2,ENSMUSG00000071531,33907645,33923610,14,protein_coding,Gprin2
11753,ENSG00000185477,89236383,89307800,4,protein_coding,GPRIN3,ENSMUSG00000045441,59324211,59403279,6,protein_coding,Gprin3
4342,ENSG00000169727,82050691,82057470,17,protein_coding,GPS1,ENSMUSG00000025156,120675098,120679928,11,protein_coding,Gps1
3641,ENSG00000132522,7311324,7315564,17,protein_coding,GPS2,ENSMUSG00000023170,69804714,69807417,11,protein_coding,Gps2
5202,ENSG00000160360,136327476,136359605,9,protein_coding,GPSM1,ENSMUSG00000026930,26205527,26238249,2,protein_coding,Gpsm1
5679,ENSG00000121957,108875350,108934545,1,protein_coding,GPSM2,ENSMUSG00000027883,108585954,108629625,3,protein_coding,Gpsm2
8720,ENSG00000213654,32190766,32195523,6,protein_coding,GPSM3,ENSMUSG00000034786,34808780,34810728,17,protein_coding,Gpsm3
3354,ENSG00000167701,144502973,144507174,8,protein_coding,GPT,ENSMUSG00000022546,76579916,76583886,15,protein_coding,Gpt
7569,ENSG00000166123,46884362,46931289,16,protein_coding,GPT2,ENSMUSG00000031700,86219205,86254189,8,protein_coding,Gpt2
11278,ENSG00000176153,64939152,64942746,14,protein_coding,GPX2,ENSMUSG00000042808,76839107,76842273,12,protein_coding,Gpx2
1702,ENSG00000211445,151020591,151028988,5,protein_coding,GPX3,ENSMUSG00000018339,54793279,54801203,11,protein_coding,Gpx3
15150,ENSG00000167468,1103994,1106791,19,protein_coding,GPX4,ENSMUSG00000075706,79883000,79892273,10,protein_coding,Gpx4
627,ENSG00000198704,28503296,28528215,6,protein_coding,GPX6,ENSMUSG00000004341,21496295,21503794,13,protein_coding,Gpx6
6052,ENSG00000116157,52602371,52609051,1,protein_coding,GPX7,ENSMUSG00000028597,108257587,108264158,4,protein_coding,Gpx7
2934,ENSG00000164294,55160167,55167297,5,protein_coding,GPX8,ENSMUSG00000021760,113179287,113182944,13,protein_coding,Gpx8
188,ENSG00000089351,34994784,35026471,19,protein_coding,GRAMD1A,ENSMUSG00000001248,30829552,30855321,7,protein_coding,Gramd1a
10463,ENSG00000023171,123358428,123627774,11,protein_coding,GRAMD1B,ENSMUSG00000040111,40204529,40442679,9,protein_coding,Gramd1b
9170,ENSG00000178075,113828182,113947174,3,protein_coding,GRAMD1C,ENSMUSG00000036292,43800713,43883708,16,protein_coding,Gramd1c
14978,ENSG00000175318,72159806,72197787,15,protein_coding,GRAMD2A,ENSMUSG00000074259,59587427,59626157,9,protein_coding,Gramd2
262,ENSG00000155324,126360132,126496494,5,protein_coding,GRAMD2B,ENSMUSG00000001700,56533409,56636864,18,protein_coding,Gramd3
9054,ENSG00000075240,46576012,46679790,22,protein_coding,GRAMD4,ENSMUSG00000035900,85941896,86021835,15,protein_coding,Gramd4
684,ENSG00000154016,19020656,19047011,17,protein_coding,GRAP,ENSMUSG00000004837,61544091,61563610,11,protein_coding,Grap
11124,ENSG00000100351,39901084,39973721,22,protein_coding,GRAP2,ENSMUSG00000042351,80456795,80537055,15,protein_coding,Grap2
2122,ENSG00000106070,50590063,50793462,7,protein_coding,GRB10,ENSMUSG00000020176,11880508,11988683,11,protein_coding,Grb10
5182,ENSG00000115290,164492417,164621482,2,protein_coding,GRB14,ENSMUSG00000026888,64742820,64855331,2,protein_coding,Grb14
13877,ENSG00000177885,75318076,75405709,17,protein_coding,GRB2,ENSMUSG00000059923,115534871,115599423,11,protein_coding,Grb2
1853,ENSG00000141738,39737927,39747291,17,protein_coding,GRB7,ENSMUSG00000019312,98337220,98346199,11,protein_coding,Grb7
14835,ENSG00000111678,6942978,6946003,12,protein_coding,C12orf57,ENSMUSG00000072772,124716146,124718337,6,protein_coding,Grcc10
9230,ENSG00000196208,11482341,11642788,2,protein_coding,GREB1,ENSMUSG00000036523,16720616,16850887,12,protein_coding,Greb1
11301,ENSG00000141449,21242232,21526112,18,protein_coding,GREB1L,ENSMUSG00000042942,10325177,10562940,18,protein_coding,Greb1l
15078,ENSG00000166923,32718004,32745106,15,protein_coding,GREM1,ENSMUSG00000074934,113576509,113588991,2,protein_coding,Grem1
12600,ENSG00000180875,240489573,240612155,1,protein_coding,GREM2,ENSMUSG00000050069,174661351,174749385,1,protein_coding,Grem2
2381,ENSG00000134317,9951693,10002277,2,protein_coding,GRHL1,ENSMUSG00000020656,24622282,24667390,12,protein_coding,Grhl1
3203,ENSG00000083307,101492439,101669726,8,protein_coding,GRHL2,ENSMUSG00000022286,37233280,37363813,15,protein_coding,Grhl2
9446,ENSG00000158055,24199558,24364482,1,protein_coding,GRHL3,ENSMUSG00000037188,135269199,135300941,4,protein_coding,Grhl3
8985,ENSG00000137106,37422666,37436990,9,protein_coding,GRHPR,ENSMUSG00000035637,44981395,44990734,4,protein_coding,Grhpr
2306,ENSG00000155511,153489615,153813869,5,protein_coding,GRIA1,ENSMUSG00000020524,56902213,57221070,11,protein_coding,Gria1
8459,ENSG00000120251,157204182,157366075,4,protein_coding,GRIA2,ENSMUSG00000033981,80588757,80710142,3,protein_coding,Gria2
310,ENSG00000125675,123184153,123490915,X,protein_coding,GRIA3,ENSMUSG00000001986,40489731,40767478,X,protein_coding,Gria3
4646,ENSG00000152578,105609994,105982092,11,protein_coding,GRIA4,ENSMUSG00000025892,4417896,4796234,9,protein_coding,Gria4
10777,ENSG00000182771,85599552,86366795,10,protein_coding,GRID1,ENSMUSG00000041078,34542065,35305336,14,protein_coding,Grid1
14756,ENSG00000152208,92303966,93810157,4,protein_coding,GRID2,ENSMUSG00000071424,63232860,64681307,6,protein_coding,Grid2
1201,ENSG00000215045,6496778,6551461,7,protein_coding,GRID2IP,ENSMUSG00000010825,143343093,143377907,5,protein_coding,Grid2ip
9251,ENSG00000275572,2474728,2476894,7,protein_coding,GRIFIN,ENSMUSG00000036586,140548874,140550826,5,protein_coding,Grifin
3546,ENSG00000171189,29536933,29940033,21,protein_coding,GRIK1,ENSMUSG00000022935,87692788,88087153,16,protein_coding,Grik1
13464,ENSG00000164418,100962701,102081622,6,protein_coding,GRIK2,ENSMUSG00000056073,48970929,49664862,10,protein_coding,Grik2
309,ENSG00000163873,36795527,37034515,1,protein_coding,GRIK3,ENSMUSG00000001985,125384493,125607966,4,protein_coding,Grik3
7756,ENSG00000149403,120511746,120988906,11,protein_coding,GRIK4,ENSMUSG00000032017,42429431,42855789,9,protein_coding,Grik4
514,ENSG00000105737,41998321,42070206,19,protein_coding,GRIK5,ENSMUSG00000003378,24709274,24771771,7,protein_coding,Grik5
5216,ENSG00000176884,137139154,137168756,9,protein_coding,GRIN1,ENSMUSG00000026959,25181193,25209199,2,protein_coding,Grin1
13770,ENSG00000183454,9753404,10182928,16,protein_coding,GRIN2A,ENSMUSG00000059003,9385762,9813424,16,protein_coding,Grin2a
6870,ENSG00000273079,13437942,13982002,12,protein_coding,GRIN2B,ENSMUSG00000030209,135690231,136150509,6,protein_coding,Grin2b
2429,ENSG00000161509,74842023,74861504,17,protein_coding,GRIN2C,ENSMUSG00000020734,115139995,115158069,11,protein_coding,Grin2c
427,ENSG00000105464,48393668,48444931,19,protein_coding,GRIN2D,ENSMUSG00000002771,45481307,45527802,7,protein_coding,Grin2d
10292,ENSG00000198785,101569352,101738647,9,protein_coding,GRIN3A,ENSMUSG00000039579,49661611,49845744,4,protein_coding,Grin3a
9011,ENSG00000116032,1000419,1009732,19,protein_coding,GRIN3B,ENSMUSG00000035745,79806549,79813024,10,protein_coding,Grin3b
3368,ENSG00000178719,143990056,143993415,8,protein_coding,GRINA,ENSMUSG00000022564,76130964,76134104,15,protein_coding,Grina
8731,ENSG00000155974,66347431,67069162,12,protein_coding,GRIP1,ENSMUSG00000034813,119289735,119923166,10,protein_coding,Grip1
6822,ENSG00000144596,14489107,14556075,3,protein_coding,GRIP2,ENSMUSG00000030098,91738490,91804231,6,protein_coding,Grip2
7294,ENSG00000068400,48973720,49002264,X,protein_coding,GRIPAP1,ENSMUSG00000031153,7656004,7686806,X,protein_coding,Gripap1
7433,ENSG00000185974,113667219,113737736,13,protein_coding,GRK1,ENSMUSG00000031450,13455081,13471951,8,protein_coding,Grk1
4192,ENSG00000173020,67266473,67286556,11,protein_coding,GRK2,ENSMUSG00000024858,4336029,4356250,19,protein_coding,Grk2
11089,ENSG00000100077,25564675,25729294,22,protein_coding,GRK3,ENSMUSG00000042249,113058348,113163657,5,protein_coding,Grk3
13047,ENSG00000125388,2963571,3040760,4,protein_coding,GRK4,ENSMUSG00000052783,34817723,34912649,5,protein_coding,Grk4
491,ENSG00000198873,119207571,119459745,10,protein_coding,GRK5,ENSMUSG00000003228,60878187,61084406,19,protein_coding,Grk5
15066,ENSG00000198055,177403204,177442901,5,protein_coding,GRK6,ENSMUSG00000074886,55592885,55608740,13,protein_coding,Grk6
1935,ENSG00000152822,146027646,146437601,6,protein_coding,GRM1,ENSMUSG00000019828,10561803,10958100,10,protein_coding,Grm1
3645,ENSG00000164082,51707068,51718613,3,protein_coding,GRM2,ENSMUSG00000023192,106520294,106533281,9,protein_coding,Grm2
588,ENSG00000198822,86643909,86864879,7,protein_coding,GRM3,ENSMUSG00000003974,9535541,9775170,5,protein_coding,Grm3
14203,ENSG00000124493,34018643,34155622,6,protein_coding,GRM4,ENSMUSG00000063239,27641361,27740377,17,protein_coding,Grm4
12508,ENSG00000168959,88504576,89065982,11,protein_coding,GRM5,ENSMUSG00000049583,87233376,87784115,7,protein_coding,Grm5
88,ENSG00000113262,178977587,178996206,5,protein_coding,GRM6,ENSMUSG00000000617,50741512,50757035,11,protein_coding,Grm6
13549,ENSG00000196277,6770001,7741533,3,protein_coding,GRM7,ENSMUSG00000056755,110622542,111544191,6,protein_coding,Grm7
3882,ENSG00000179603,126438598,127253093,7,protein_coding,GRM8,ENSMUSG00000024211,27275118,28135177,6,protein_coding,Grm8
8694,ENSG00000030582,44345246,44353106,17,protein_coding,GRN,ENSMUSG00000034708,102321141,102327874,11,protein_coding,Grn
4028,ENSG00000134443,59220158,59230774,18,protein_coding,GRP,ENSMUSG00000024517,66005891,66019667,18,protein_coding,Grp
6410,ENSG00000109519,7058895,7068064,4,protein_coding,GRPEL1,ENSMUSG00000029198,36622342,36631424,5,protein_coding,Grpel1
4062,ENSG00000164284,149345430,149354583,5,protein_coding,GRPEL2,ENSMUSG00000024580,61845495,61859396,18,protein_coding,Grpel2
7387,ENSG00000126010,16123565,16153518,X,protein_coding,GRPR,ENSMUSG00000031364,162296900,162332673,X,protein_coding,Grpr
11520,ENSG00000132463,70815783,70839897,4,protein_coding,GRSF1,ENSMUSG00000044221,88807307,88824030,5,protein_coding,Grsf1
9916,ENSG00000139835,113324163,113364148,13,protein_coding,GRTP1,ENSMUSG00000038515,13222022,13250620,8,protein_coding,Grtp1
13179,ENSG00000105447,48445841,48457022,19,protein_coding,GRWD1,ENSMUSG00000053801,45474647,45480368,7,protein_coding,Grwd1
14490,ENSG00000215203,42892713,43030658,4,protein_coding,GRXCR1,ENSMUSG00000068082,68189178,68323741,5,protein_coding,Grxcr1
14896,ENSG00000204928,145858521,145937126,5,protein_coding,GRXCR2,ENSMUSG00000073574,42118388,42132114,18,protein_coding,Grxcr2
10408,ENSG00000186088,77310751,77416349,7,protein_coding,GSAP,ENSMUSG00000039934,21391253,21520130,5,protein_coding,Gsap
2618,ENSG00000133937,94768223,94770113,14,protein_coding,GSC,ENSMUSG00000021095,104437468,104439589,12,protein_coding,Gsc
3440,ENSG00000063515,19146993,19150292,22,protein_coding,GSC2,ENSMUSG00000022738,17730971,17732923,16,protein_coding,Gsc2
3374,ENSG00000104518,143553207,143563062,8,protein_coding,GSDMD,ENSMUSG00000022575,75734176,75739257,15,protein_coding,Gsdmd
6727,ENSG00000105928,24698355,24757940,7,protein_coding,GSDME,ENSMUSG00000029821,50165868,50240842,6,protein_coding,Gsdme
7634,ENSG00000131149,85169525,85676204,16,protein_coding,GSE1,ENSMUSG00000031822,120955195,121308129,8,protein_coding,Gse1
6867,ENSG00000111305,13083532,13103683,12,protein_coding,GSG1,ENSMUSG00000030206,135214324,135231349,6,protein_coding,Gsg1
11880,ENSG00000169181,27787528,28063714,16,protein_coding,GSG1L,ENSMUSG00000046182,125477592,125681583,7,protein_coding,Gsg1l
15591,ENSG00000214978,9800608,9822079,17,protein_coding,GSG1L2,ENSMUSG00000097886,67665434,67680724,11,protein_coding,Gsg1l2
13599,ENSG00000105723,42226225,42242625,19,protein_coding,GSK3A,ENSMUSG00000057177,24927683,24937276,7,protein_coding,Gsk3a
3488,ENSG00000082701,119821321,120094994,3,protein_coding,GSK3B,ENSMUSG00000022812,37909363,38066446,16,protein_coding,Gsk3b
11618,ENSG00000100744,96363452,96387288,14,protein_coding,GSKIP,ENSMUSG00000044715,105651088,105669282,12,protein_coding,Gskip
5177,ENSG00000148180,121207794,121332843,9,protein_coding,GSN,ENSMUSG00000026879,35146392,35197904,2,protein_coding,Gsn
14109,ENSG00000103342,11868128,11916082,16,protein_coding,GSPT1,ENSMUSG00000062203,11037156,11072189,16,protein_coding,Gspt1
14799,ENSG00000189369,51743442,51746232,X,protein_coding,GSPT2,ENSMUSG00000071723,93679675,93686850,X,protein_coding,Gspt2
7505,ENSG00000104687,30678066,30727846,8,protein_coding,GSR,ENSMUSG00000031584,34142551,34188191,8,protein_coding,Gsr
5544,ENSG00000100983,34928432,34956027,20,protein_coding,GSS,ENSMUSG00000027610,155405101,155434730,2,protein_coding,Gss
4670,ENSG00000182793,52831655,52840843,6,protein_coding,GSTA5,ENSMUSG00000025934,21310813,21335885,1,protein_coding,Gsta3
5746,ENSG00000138780,105708778,105847725,4,protein_coding,GSTCD,ENSMUSG00000028018,132687513,132797794,3,protein_coding,Gstcd
6749,ENSG00000197448,143244093,143270854,7,protein_coding,GSTK1,ENSMUSG00000029864,42222869,42227381,6,protein_coding,Gstk1
5684,ENSG00000168765,109656099,109674836,1,protein_coding,GSTM4,ENSMUSG00000027890,107947724,107952210,3,protein_coding,Gstm4
592,ENSG00000134202,109733932,109741038,1,protein_coding,GSTM3,ENSMUSG00000004032,107803137,107806002,3,protein_coding,Gstm5
593,ENSG00000213366,109668022,109709551,1,protein_coding,GSTM2,ENSMUSG00000004035,107833650,107839133,3,protein_coding,Gstm7
4304,ENSG00000148834,104235356,104267459,10,protein_coding,GSTO1,ENSMUSG00000025068,47843409,47853229,19,protein_coding,Gsto1
4305,ENSG00000065621,104268873,104304950,10,protein_coding,GSTO2,ENSMUSG00000025069,47853973,47874763,19,protein_coding,Gsto2
8285,ENSG00000133433,23957414,23961195,22,protein_coding,GSTT2B,ENSMUSG00000033318,75666948,75673258,10,protein_coding,Gstt2
1091,ENSG00000276950,23998401,24005453,22,protein_coding,GSTT4,ENSMUSG00000009093,75650777,75658377,10,protein_coding,Gstt4
